0.000000000000000000e+00	2.000000000000000000e+00
2.000000000000000111e-01	1.931608559530860081e+00
4.000000000000000222e-01	1.854738793845439160e+00
6.000000000000000888e-01	1.769563729988968159e+00
8.000000000000000444e-01	1.676256395006677113e+00
1.000000000000000000e+00	1.574989815943796057e+00
1.200000000000000178e+00	1.465937019845555023e+00
1.400000000000000133e+00	2.958916514799976749e+00
1.600000000000000089e+00	2.925965634883585853e+00
1.800000000000000044e+00	2.918118620635197225e+00
2.000000000000000000e+00	2.935548499100040232e+00
2.200000000000000178e+00	2.978428297323346907e+00
2.400000000000000355e+00	3.046931042350345287e+00
2.600000000000000089e+00	4.262397188503745049e+00
2.800000000000000266e+00	4.153923388213435430e+00
3.000000000000000000e+00	4.001236207397084854e+00
3.200000000000000178e+00	3.804508673099924021e+00
3.400000000000000355e+00	3.563913812367183187e+00
3.600000000000000089e+00	3.279624652244092164e+00
3.800000000000000266e+00	4.483480881797596851e+00
4.000000000000000000e+00	4.407540114962549715e+00
4.200000000000000178e+00	4.315946247970735783e+00
4.400000000000000355e+00	4.208872307867386198e+00
4.600000000000000533e+00	4.086491321697728551e+00
4.800000000000000711e+00	3.948976316506995321e+00
5.000000000000000000e+00	4.000000000000000000e+00
5.200000000000000178e+00	3.936149464135167975e+00
5.400000000000000355e+00	3.872902412262671845e+00
5.600000000000000533e+00	3.810431871427741868e+00
5.800000000000000711e+00	3.748910868675607855e+00
6.000000000000000000e+00	3.688512431051500506e+00
6.200000000000000178e+00	3.629409585600650523e+00
6.400000000000000355e+00	3.351600214503861253e+00
6.600000000000000533e+00	3.286132444382511508e+00
6.800000000000000711e+00	3.219755027765197397e+00
7.000000000000000000e+00	3.152640991697149175e+00
7.200000000000000178e+00	3.084963363223596655e+00
7.400000000000000355e+00	3.016895169389769205e+00
7.600000000000000533e+00	3.074268718434651326e+00
7.800000000000000711e+00	3.060767157591592902e+00
8.000000000000000000e+00	3.098024455669744270e+00
8.200000000000001066e+00	3.186213639714336132e+00
8.400000000000000355e+00	3.325507736770597411e+00
8.599999999999999645e+00	3.516079773883759696e+00
8.800000000000000711e+00	3.581542274121813474e+00
9.000000000000000000e+00	3.459074923067990692e+00
9.200000000000001066e+00	3.258919026232362626e+00
9.400000000000000355e+00	2.981247610660163083e+00
9.600000000000001421e+00	2.626233703396618324e+00
9.800000000000000711e+00	2.194050331486963934e+00
1.000000000000000000e+01	1.684870521976427282e+00
